STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-02,,,0.00,,,90,63,72,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-03,,,0.00,,,92,67,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-04,,,0.00,0.0,0.0,95,63,69,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-05,,,0.00,0.0,0.0,96,66,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-06,,,0.00,0.0,0.0,96,69,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-07,,,0.00,0.0,0.0,97,71,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-08,,,0.00,0.0,0.0,98,76,78,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-09,,,0.00,0.0,0.0,90,69,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-10,,,0.00,0.0,0.0,98,70,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-11,,,0.00,0.0,0.0,99,71,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-12,,,0.00,0.0,0.0,98,71,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-13,,,0.00,0.0,0.0,100,71,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-14,,,0.00,0.0,0.0,102,72,79,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-15,,,0.29,0.0,0.0,99,72,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-16,,,0.75,0.0,0.0,84,69,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-17,,,0.60,,,85,71,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-18,,,1.36,,,87,71,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-19,,,0.08,,,92,68,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-20,,,0.00,,,94,70,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-21,,,0.00,0.0,0.0,94,72,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-22,,,0.04,0.0,0.0,94,75,78,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-23,,,0.00,0.0,0.0,96,77,79,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-24,,,0.00,0.0,0.0,97,76,77,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-25,,,0.00,0.0,0.0,96,73,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-26,,,0.00,0.0,0.0,97,70,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-27,,,0.00,0.0,0.0,98,73,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-28,,,0.00,,,91,74,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-29,,,0.00,,,96,75,78,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-30,,,0.00,,,98,77,79,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-07-31,,,0.00,,,100,74,78,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-01,,,0.00,,,101,73,77,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-02,,,0.00,,,102,72,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-03,,,0.00,,,100,74,78,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-04,,,0.00,0.0,0.0,99,75,78,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-05,,,0.00,0.0,0.0,100,71,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-06,,,0.00,0.0,0.0,102,76,78,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-07,,,0.00,0.0,0.0,102,75,79,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-08,,,0.00,0.0,0.0,102,77,80,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-09,,,0.00,0.0,0.0,103,72,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-10,,,0.00,0.0,0.0,101,71,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-11,,,0.13,0.0,0.0,102,73,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-12,,,0.11,0.0,0.0,98,70,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-13,,,0.00,,,98,73,78,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-14,,,0.00,,,100,73,77,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-15,,,0.00,,,102,75,77,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-16,,,0.00,,,100,70,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-17,,,0.00,,,98,70,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-18,,,0.00,0.0,0.0,96,68,71,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-19,,,0.00,0.0,0.0,97,66,70,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-20,,,0.00,0.0,0.0,96,65,70,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-21,,,0.00,0.0,0.0,96,70,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-22,,,0.00,0.0,0.0,95,68,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-23,,,0.00,0.0,0.0,96,71,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-24,,,0.00,0.0,0.0,99,73,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-25,,,0.00,,,100,73,77,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-26,,,0.00,,,97,75,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-27,,,0.56,,,88,73,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-28,,,0.00,0.0,0.0,87,69,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-29,,,0.00,0.0,0.0,95,71,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-30,,,0.00,0.0,0.0,98,74,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-08-31,,,0.00,0.0,0.0,101,72,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-01,,,0.00,0.0,0.0,100,69,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-02,,,0.00,0.0,0.0,99,71,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-03,,,0.00,0.0,0.0,100,69,71,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-04,,,0.00,0.0,0.0,101,71,77,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-05,,,0.41,0.0,0.0,101,70,72,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-06,,,0.00,0.0,0.0,96,70,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-07,,,0.00,0.0,0.0,97,71,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-08,,,0.11,0.0,0.0,96,70,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-09,,,0.21,0.0,0.0,88,69,72,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-10,,,0.00,0.0,0.0,92,70,72,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-11,,,0.18,0.0,0.0,93,72,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-12,,,0.00,0.0,0.0,95,69,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-13,,,0.00,0.0,0.0,96,69,70,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-14,,,0.00,0.0,0.0,97,67,68,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-15,,,0.00,0.0,0.0,95,68,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-16,,,0.00,0.0,0.0,95,72,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-17,,,0.20,0.0,0.0,90,71,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-18,,,0.00,0.0,0.0,90,72,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-19,,,0.01,0.0,0.0,93,74,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-20,,,0.00,0.0,0.0,94,74,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-21,,,0.82,0.0,0.0,81,70,70,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-22,,,0.00,0.0,0.0,85,62,64,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-23,,,0.00,0.0,0.0,85,56,62,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-24,,,0.00,0.0,0.0,90,61,65,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-25,,,0.00,0.0,0.0,95,65,70,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-26,,,0.00,0.0,0.0,96,63,72,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-27,,,0.00,0.0,0.0,92,72,76,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-28,,,0.03,0.0,0.0,92,74,78,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-29,,,4.78,0.0,0.0,94,67,67,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-09-30,,,0.00,0.0,0.0,75,60,61,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-01,,,0.00,0.0,0.0,87,61,72,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-02,,,0.05,0.0,0.0,90,72,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-03,,,0.00,0.0,0.0,91,75,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-04,,,0.00,0.0,0.0,91,69,69,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-05,,,0.00,0.0,0.0,91,69,71,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-06,,,0.23,0.0,0.0,89,54,55,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-07,,,0.00,0.0,0.0,80,50,52,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-08,,,0.00,0.0,0.0,84,50,52,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-09,,,0.00,0.0,0.0,84,52,55,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-10,,,0.00,0.0,0.0,85,55,64,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-11,,,0.00,0.0,0.0,86,64,73,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-12,,,0.09,0.0,0.0,89,73,75,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-13,,,1.20,0.0,0.0,91,65,66,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-14,,,0.55,0.0,0.0,74,65,72,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-15,,,0.15,0.0,0.0,84,69,70,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-16,,,0.34,0.0,0.0,86,56,56,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-17,,,0.58,0.0,,61,53,54,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-18,,,0.00,0.0,0.0,72,54,60,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-19,,,0.03,0.0,0.0,72,51,51,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-20,,,0.00,,,67,43,44,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-21,,,0.00,,,75,44,58,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-22,,,0.01,,,79,55,55,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-23,,,0.00,0.0,0.0,75,47,48,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-24,,,0.00,0.0,0.0,81,48,50,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-25,,,0.00,0.0,0.0,80,49,53,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-26,,,0.00,,,80,52,,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-27,,,0.00,0.0,0.0,83,62,68,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-28,,,0.07,0.0,0.0,75,66,68,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-29,,,0.00,0.0,0.0,84,68,69,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-30,,,0.00,0.0,0.0,85,69,74,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-10-31,,,1.59,0.0,0.0,86,68,72,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-01,,,0.01,0.0,0.0,82,50,52,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-02,,,0.00,0.0,0.0,84,50,52,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-03,,,0.00,,,74,41,51,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-04,,,0.00,,,71,42,59,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-05,,,0.02,,,71,59,67,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-06,,,0.00,,,83,66,69,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-07,,,0.06,,,78,46,46,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-08,,,0.00,,,64,46,52,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-09,,,0.02,,,64,52,54,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-10,,,0.03,,,70,54,61,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-11,,,0.00,,,65,52,56,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-12,,,0.00,0.0,0.0,76,55,60,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-13,,,0.00,0.0,0.0,64,35,38,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-14,,,0.00,,,55,30,37,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-15,,,0.00,,,63,37,52,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-16,,,0.00,,,78,52,64,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-17,,,0.00,,,81,64,72,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-18,,,0.00,,,87,58,62,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-19,,,0.00,,,77,53,57,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-20,,,0.00,,,71,57,59,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-21,,,0.00,,,72,59,71,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-22,,,0.10,,,82,43,43,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-23,,,0.01,0.0,0.0,43,37,38,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-24,,,0.00,0.0,0.0,43,38,41,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-25,,,0.79,0.0,0.0,41,35,36,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-26,,,0.21,0.0,0.0,41,36,39,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-27,,,0.00,0.0,0.0,51,34,36,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-28,,,0.00,0.0,0.0,51,30,33,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-29,,,0.00,0.0,0.0,55,32,42,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-11-30,,,0.00,0.0,0.0,62,42,49,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-01,,,0.00,0.0,,69,49,58,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-02,,,0.00,0.0,0.0,73,53,56,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-03,,,0.00,,,80,44,48,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-04,,,0.00,,,86,48,57,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-05,,,0.02,,,76,47,47,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-06,,,0.05,,,47,32,34,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-07,,,0.00,,,41,27,28,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-08,,,0.00,0.0,0.0,33,28,32,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-09,,,0.01,0.0,0.0,47,32,40,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-10,,,0.02,0.0,0.0,41,29,31,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-11,,,0.00,0.0,0.0,48,28,38,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-12,,,0.00,0.0,0.0,59,35,36,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-13,,,0.00,,,51,36,46,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-14,,,0.06,,,51,39,42,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-15,,,0.00,,,54,27,30,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-16,,,0.00,0.0,0.0,62,30,33,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-17,,,0.00,,,67,33,37,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-18,,,0.00,0.0,0.0,71,36,37,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-19,,,0.00,0.0,0.0,71,37,57,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-20,,,0.00,0.0,0.0,77,57,67,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-21,,,0.09,0.0,0.0,75,58,58,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-22,,,0.35,0.0,0.0,72,40,41,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-23,,,0.00,0.0,0.0,57,31,32,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-24,,,0.00,0.0,0.0,56,27,30,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-25,,,0.00,0.0,0.0,60,30,40,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-26,,,0.00,0.0,0.0,55,40,43,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-27,,,0.08,0.0,0.0,53,43,46,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-28,,,0.03,0.0,0.0,58,41,43,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-29,,,0.00,0.0,0.0,57,36,36,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-30,,,0.00,0.0,0.0,64,36,36,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2013-12-31,,,0.00,0.0,0.0,43,35,37,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-01,,,0.00,0.0,0.0,60,37,49,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-02,,,0.00,0.0,0.0,54,28,41,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-03,,,0.00,0.0,0.0,56,23,40,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-04,,,0.00,0.0,0.0,56,28,44,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-05,,,0.00,0.0,0.0,70,40,40,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-06,,,0.00,0.0,0.0,52,25,25,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-07,,,0.00,0.0,0.0,35,18,20,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-08,,,0.08,0.0,0.0,45,20,45,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-09,,,0.07,0.0,0.0,53,40,53,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-10,,,0.03,0.0,0.0,66,53,63,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-11,,,0.00,0.0,0.0,71,34,41,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-12,,,0.00,0.0,0.0,72,37,41,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-13,,,0.00,0.0,0.0,69,41,56,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-14,,,0.00,0.0,0.0,68,33,36,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-15,,,0.00,0.0,0.0,73,36,39,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-16,,,0.00,0.0,0.0,64,33,37,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-17,,,0.00,0.0,0.0,70,37,45,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-18,,,0.00,0.0,0.0,63,30,35,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-19,,,0.00,0.0,0.0,69,35,46,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-20,,,0.00,0.0,0.0,71,41,46,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-21,,,0.00,0.0,0.0,79,46,49,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-22,,,0.00,0.0,0.0,63,28,31,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-23,,,0.00,0.0,0.0,68,31,51,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-24,,,0.08,0.0,0.0,51,26,27,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-25,,,0.00,0.0,0.0,37,25,28,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-26,,,0.00,0.0,0.0,64,28,40,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-27,,,0.00,0.0,0.0,75,40,50,
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-28,,,0.00,0.0,0.0,53,28,28,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-29,,,0.00,0.0,0.0,36,25,28,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-30,,,0.00,0.0,0.0,48,27,40,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-01-31,,,0.00,0.0,0.0,66,39,56,0.0
USC00416273,"NEW BRAUNFELS WEATHER FORECAST OFFICE, TX US",2014-02-01,,,0.00,0.0,0.0,79,56,66,0.0
